LNR,RESPONSE
1754,0.0019137291676042808
1770,0.002490832922332182
1465,0.000933421718186732
1470,0.0009272935997006138
1478,0.0012780070687413386
1782,0.0007184809374136755
1485,0.0008668926528427825
1519,0.000966999194446673
1835,0.0007559621427586019
1522,0.001993377266778272
1539,0.001511935757942
1853,0.0018656993673737223
1856,0.0011379528375345652
2502,0.0006618094184039678
2182,0.002304587057963714
2191,0.001555643972503887
2522,0.0010759895423996173
2530,0.0011777615150064542
2215,0.0010062287559769545
2550,0.0018524943118737001
2570,0.0007982028153351205
2574,0.0004797119029252873
2579,0.0017871713530581532
2247,0.002131316337851461
2674,0.0007010600757386546
11434,0.0007026924065398399
11122,0.0017973565616644202
11127,0.0021794027226100226
11443,0.001754819172748607
11170,0.0009352431394666113
11191,0.0012870322129728184
11198,0.0018725392752580211
10936,0.0009352431394666113
11244,0.0007642237979019439
11247,0.001388903727306418
11252,0.0006139991464867794
11259,0.0009352431394666113
10945,0.0003320789624958301
10951,0.000781846126583567
11271,0.001510267164377491
10963,0.0022914774006896842
11282,0.002270074718272504
11291,0.00047198280228965726
10980,0.0006896192519517371
10994,0.0005960114789936068
10998,0.0009352431394666113
11303,0.0012370441954042207
11630,0.00028595513031422437
11636,0.0007761967426901848
11949,0.0010350751902324959
11950,0.001314214251302592
11956,0.002183363983466179
11648,0.0009352431394666113
11653,0.0019246669769476532
11967,0.0009359156325365066
11972,0.0008151267469941393
11975,0.0005910717420041884
12110,0.0006888805673317151
12113,0.0021296494746592177
11712,0.0005607320408427712
11716,0.0009352431394666113
12000,0.0016589178012977124
11722,0.0012317172686114738
12023,0.0009352431394666113
12046,0.0008396221391519416
11762,0.0009352431394666113
12071,0.0004136726564627974
12077,0.0007424111979577692
11785,0.0017560620566296097
11788,0.0009125821457275051
11790,0.0010956619572127762
11800,0.0012697302356261058
11806,0.0007891705723690488
11816,0.0012214114931623902
11505,0.000860445732292059
11837,0.0009266605444858593
11531,0.002055343357852651
11848,0.000642197009974859
11854,0.000731203904300284
11877,0.0009433372547690044
11563,0.0007718499591298388
11567,0.0006631618205007158
11894,0.0007818790877302656
11906,0.0007179951671724408
11917,0.0009352431394666113
11610,0.0009352431394666113
11923,0.001968155436880343
12596,0.0005621443689493987
12603,0.0009885624338367577
12608,0.002355665380936989
12633,0.0007982848708910761
12637,0.0008523017691395218
21484,0.0009352431394666113
21184,0.0006699123742525151
21247,0.0008412928867499368
20991,0.0011055856280198899
21018,0.0008930803144402838
21019,0.0018504172287556434
21047,0.00041721481956417456
21054,0.0006589108841490122
21374,0.0023080298379038375
21392,0.0006217351046938765
21713,0.0004457011436991334
22019,0.0005421899714838762
22025,0.0013277926613335684
21722,0.0018528575240671643
21728,0.00075772517447041
22039,0.0009352431394666113
22044,0.0009819195891714197
61900,0.0012520446143233488
62548,0.0008961706677392968
63176,0.0006095508203049514
64473,0.0021132500937853065
64779,0.002467186515233333
64780,0.0007540432155725093
64784,0.0007582288661411673
65105,0.0009352431394666113
65431,0.0018184009216858526
65433,0.0020906566556821624
66055,0.0006699974618289399
66071,0.0009352431394666113
61280,0.0014584143259841805
61281,0.0017772713308286882
61284,0.000320192249375573
61597,0.0008626039490833582
61606,0.0003947482195374697
62235,0.0022533364701156893
62240,0.0004803329635424776
62241,0.0003789383338576771
62555,0.002031266235262849
62557,0.0009430369112052243
62565,0.0002466872033711007
62566,0.0023238890592630515
63515,0.0007270628684976943
63524,0.0022035580910379662
64797,0.0017439144846675594
65116,0.0009352431394666113
75249,0.0006823271478471582
75253,0.002269551503745721
75575,0.0009352431394666113
76212,0.0013027678214601178
71422,0.0008117898538325142
72059,0.0014908442115890022
72060,0.0013230895762094375
72383,0.0006739438564908111
72386,0.001969382579266873
72700,0.0023411747642734355
72715,0.00048453176463280956
73028,0.0023154573300754235
73346,0.0010234331254356862
73658,0.0008403380001370688
73662,0.0018195730573497258
73666,0.0009417334577076796
73668,0.0009417334577076796
73985,0.0016761131049526238
74299,0.0005962530258886726
74310,0.0010523067579310756
74312,0.0022775917068783794
74619,0.0019735364215470548
74620,0.0007325664605612325
74627,0.0005581970827177724
74938,0.0009158602056773814
74952,0.0015589093867419898
75911,0.0009270519937111783
75913,0.00046010589239707625
76221,0.0008073645409492799
76227,0.0019147397270655748
71448,0.0005540493172236116
15887,0.0014253293377345837
15498,0.002286223971928138
15504,0.0015844352319128372
15507,0.0008078097198069266
15521,0.0008362479266206847
24403,0.0007296595455462757
24100,0.0018930663654422302
24436,0.0013832264904681175
24440,0.0006546009600661447
24442,0.0009352431394666113
24148,0.0012732159509504979
24149,0.0008348080838855733
24155,0.0004127011085336057
24458,0.0002759326076882245
24169,0.0016047606152266966
24477,0.002734747776372803
24479,0.0007753422543620725
24486,0.0014813579356608734
24190,0.0014466093740895783
24515,0.0014166911067631516
24214,0.0014690442554756895
25183,0.0009352431394666113
25207,0.0008414483660823317
24889,0.0015092995232044298
24890,0.0008293177963526933
25226,0.0009313704189165248
25232,0.0009391319479941088
25244,0.0007115739039646321
25339,0.0011462133319345503
25355,0.0020384581595509128
24958,0.0015949139628621434
25277,0.0012596731636407728
25286,0.0020096759767395302
24988,0.0009352431394666113
25298,0.0007385570509478362
25309,0.0018699902980776225
25315,0.0007052015872248895
25014,0.0009352431394666113
25322,0.00033108261841678
25333,0.0023885535999425595
25025,0.0009352431394666113
24726,0.0018741625659680953
24735,0.0009352431394666113
25055,0.001175706274096483
25056,0.0018147029712719742
24746,0.0019729978522953877
25061,0.0007303581901430898
25067,0.0012085600710342943
25074,0.0013818454997131387
24773,0.0005755920983643735
25080,0.0009352431394666113
25086,0.0015758807596463764
25088,0.0004727352173422747
24777,0.00037401728365129677
24796,0.0013087287890877495
25104,0.0007508026409523411
24806,0.0004904094533702012
25118,0.00135185065458965
24822,0.0009352431394666113
82811,0.0019135128106520594
83449,0.002192796993370346
83459,0.0009352431394666113
83770,0.0009352431394666113
84091,0.0003143641314264663
84096,0.0009395020038983978
84737,0.0006533014689148231
85048,0.0009352431394666113
85049,0.0017328987107304837
85051,0.0011191665365088543
85369,0.0007172474463598222
85374,0.0007052728479160143
85380,0.0010503441512451704
82190,0.00028798766016139784
82505,0.0009417334577076796
82515,0.0008260174067468591
82517,0.0016979782993047316
82821,0.0009352431394666113
83140,0.0009339504483497548
788,0.0008773608641088709
1102,0.0007973738465031458
1109,0.0012975389186033108
821,0.0007150147327093022
829,0.0009212352872115789
837,0.0017835071787285555
845,0.0009404318041309077
1163,0.0016618804122202511
861,0.0009352431394666113
899,0.0029188672501546144
1207,0.0026177321131108247
906,0.0009296642341847358
1221,0.0022945109310212176
1545,0.0013296350600834285
1546,0.0018083963444987007
1555,0.0009799889566046748
1556,0.001546388206605167
1879,0.0013267796382840482
1885,0.0013728931898886942
1593,0.0007635047999083739
1902,0.002078624705503409
1611,0.00040615668245611215
1921,0.0004917929271756927
1927,0.0015952793962892454
1651,0.0009635095204141399
1978,0.0017557813020675499
1718,0.0008886688103515268
1722,0.0008571898820040788
1734,0.0006215726202851157
41705,0.0008477706768785296
41711,0.0009352431394666113
41712,0.000776922630978095
42029,0.0020698125950222046
42347,0.0007481041661469141
42352,0.0019192759586824557
42353,0.0009011032867687987
42671,0.0008339515921256789
42987,0.0008335982104004327
43310,0.0009156140047358123
43627,0.0018655801336939788
43629,0.0014241067241011407
43945,0.0009378338868198889
43953,0.0006681887926094103
43954,0.002165257298559984
43961,0.0009992582897645436
44280,0.0006093312724489713
44917,0.0008936494212772631
44924,0.0017177352787980495
44927,0.0010857379962980463
45244,0.0009035928856168489
45570,0.0015501318293285032
45584,0.0008951750977071658
41721,0.0007173178210709136
41739,0.0009352431394666113
42054,0.0011739292722432759
42369,0.0009005591405740972
42689,0.0010980712715021454
43019,0.0007375769997755838
43331,0.0025978623153793384
51328,0.002217087842157557
51644,0.0013997122266938384
51653,0.0023168194549838886
51969,0.0013058752484487726
52308,0.0023270645644736764
52310,0.0012337040013370893
52626,0.0020104310702581765
52638,0.0002718196560442821
52940,0.0007844242666001413
52954,0.0026714765019515492
55194,0.0009365376181342549
55196,0.0014194488407528161
55526,0.0009352431394666113
55847,0.0004587359503805894
55848,0.0009352431394666113
51024,0.0009352431394666113
51031,0.0012766232118226776
51342,0.0014632317539047936
51348,0.0006984035815233894
51666,0.0019291652813852628
51674,0.0004872871642034461
51680,0.0019238976549666555
52331,0.0012867694793553765
53302,0.0009352431394666113
82163,0.0020636304690859154
82481,0.0032361227701472066
82498,0.0006773749651407077
55852,0.0009352431394666113
55858,0.002262571026162724
55859,0.0008495646488798303
51037,0.0009352431394666113
51039,0.00047527557072877673
51683,0.0014761976128422982
51685,0.0006988433582299331
51695,0.0007328081421176019
51702,0.0011178273427607905
52343,0.0014588588431459681
52353,0.0009352431394666113
53314,0.0009352431394666113
53322,0.0009430369112052243
53950,0.0034213158172791917
54597,0.0010601468271228926
54925,0.0007246898070722822
55245,0.0013403106632788734
55558,0.0009417334577076796
55882,0.0016179698683023585
51384,0.0006162467444819381
51703,0.002210035442146428
51706,0.00183907162528587
51711,0.0028583848644651326
52041,0.0005878058466016078
52047,0.0017844725292084408
52369,0.000920662378705983
52689,0.0010991915088062881
53331,0.001586731011645902
53341,0.00024276366534249364
63455,0.0014397268034253713
63780,0.0008091567220383317
63783,0.0009352431394666113
64096,0.0012597902510708826
64104,0.0009189670583751506
64109,0.0014576217662702585
64422,0.0010752469630155499
65391,0.0009352431394666113
65705,0.000944410567412233
65709,0.0005801005180181321
61568,0.0009352431394666113
62203,0.001218930951575292
62850,0.000833891605454571
62851,0.0022835373293808455
63164,0.0011457472000125125
63491,0.0012878781653174705
63796,0.001122502146581953
63799,0.0017520841006931143
63802,0.0011333581114026314
63812,0.0009430369112052243
64127,0.0008406152615417072
64449,0.0012359997023716404
64771,0.0012780971467162877
65082,0.0009352431394666113
65399,0.0008749161205943523
66039,0.0009352431394666113
66048,0.0006929506726706619
71758,0.002036964909569891
72077,0.0009352431394666113
72087,0.0009352431394666113
72405,0.001539723500528337
72723,0.0006493582063955215
72735,0.0013763400861002977
73046,0.0007286632029537222
73682,0.000334905923627795
73694,0.0004977009733903783
73696,0.001241355105520996
74317,0.0014379525551695498
74974,0.0006129530721222322
75286,0.0007949830492231352
75605,0.0009360178148475356
75612,0.0009352431394666113
75929,0.0009417334577076796
76239,0.0014182941896905194
71471,0.0006451003804799982
71776,0.0003089392362798443
71779,0.0009352431394666113
72112,0.0005407988186310859
72417,0.0021959182153230123
72420,0.0018258153897301255
72425,0.0017468122592142039
73073,0.0005768915710034646
73393,0.000546713846121628
73714,0.0006812779110993137
74337,0.0020481002941155897
74347,0.0007310681857507956
74354,0.0018146452369331245
74666,0.0006009833761368162
74667,0.0009352431394666113
74990,0.0017583273096859785
75949,0.0016496281728298936
75952,0.001073943417614111
71486,0.0025745622498104244
71805,0.0017263389418711267
71813,0.0017578173819073444
72130,0.0005502037950216669
72437,0.000744712215487209
82469,0.0009352431394666113
