LNR,RESPONSE
1754,0.0006788834363343156
1770,0.0019300200084343536
1465,0.0004134110043344956
1470,0.00038592746230015236
1478,0.0004808281037667917
1782,0.0004861014996011392
1485,0.00048146453209836995
1519,0.0006169550523144513
1835,0.0005960491705334383
1522,0.0006537320984791809
1539,0.0009957278202508046
1853,0.001193183706088715
1856,0.0004801852590215304
2502,0.0007950705704488865
2182,0.001283676095344533
2191,0.0013014036950557064
2522,0.00033996238230862646
2530,0.00123500807692245
2215,0.0009121744072198206
2550,0.0010708202500052005
2570,0.0011463271699934873
2574,0.0004422388895725593
2579,0.0021976728152676706
2247,0.002638262951242842
2674,0.0002597529919534062
11434,0.0016562160948477695
11122,0.0017953445129224423
11127,0.0018996286333984474
11443,0.0025788820265516396
11170,0.0010137781978920872
11191,0.000807040018906986
11198,0.0010763181754755741
10936,0.0010991030450372414
11244,0.0015380180937444648
11247,0.0031350198950736326
11252,0.001554393942810642
11259,0.0009583130795534704
10945,0.000539808364278541
10951,0.0007276544316201501
11271,0.000948204222672248
10963,0.0023232536732385924
11282,0.0010952623483050934
11291,0.0004957822466766031
10980,0.0005943477266517579
10994,0.0004808233267901278
10998,0.0010137781978920872
11303,0.0009704602334941523
11630,0.00034758230906561444
11636,0.002048310796345733
11949,0.0019370513803418127
11950,0.0006062454158026737
11956,0.003662817510960042
11648,0.0010137781978920872
11653,0.0009617093204839988
11967,0.0006626996213206862
11972,0.0004070891248918714
11975,0.00046350477031261507
12110,0.0022711591824468463
12113,0.0017910689401166079
11712,0.0009219340071671856
11716,0.0010389745488884694
12000,0.0005100805567015286
11722,0.00044430121593909535
12023,0.0010137781978920872
12046,0.001456907530798808
11762,0.0009583130795534704
12071,0.000457372278032879
12077,0.001692144149435187
11785,0.0015806536595108249
11788,0.002409651999519966
11790,0.0011449900111745435
11800,0.0010194079490514524
11806,0.0003386081469204409
11816,0.0004157019216755873
11505,0.0005486309969993391
11837,0.0016486165715306478
11531,0.0014195085064877427
11848,0.0009815720598759685
11854,0.0005535841568746545
11877,0.0006817903046532708
11563,0.0003490514878347984
11567,0.0007836373617210805
11894,0.00046698225546635354
11906,0.0028330672115472588
11917,0.0010137781978920872
11610,0.0010137781978920872
11923,0.0008417138120142449
12596,0.001267326687775363
12603,0.0004948875665669686
12608,0.0010260850121111135
12633,0.0017961897337294992
12637,0.0022334023913474165
21484,0.0009583130795534704
21184,0.0008984883790019497
21247,0.0023785820711535867
20991,0.002168403316904381
21018,0.0007772240197580219
21019,0.001981887423636779
21047,0.0005991719805594539
21054,0.0013107967387790912
21374,0.0012053972867642382
21392,0.0012515999658758907
21713,0.0012782024651631948
22019,0.0013393193937927795
22025,0.0011632995518872894
21722,0.001642267849968101
21728,0.0014547119658722548
22039,0.0010137781978920872
22044,0.0024488209704411
61900,0.0014265589212648167
62548,0.0008968984214327672
63176,0.0006580541596506903
64473,0.0013534298151821928
64779,0.0022118248615192694
64780,0.0016256392651099625
64784,0.0026332730170155567
65105,0.0010137781978920872
65431,0.0008812934078333959
65433,0.0012861995357435429
66055,0.0001598837218242788
66071,0.0010137781978920872
61280,0.001240100805268907
61281,0.0016189370438008017
61284,0.001202539745428637
61597,0.0026627000387804156
61606,0.00010717579063185398
62235,0.0016383583553403914
62240,0.000477898570586864
62241,0.00019236891041674167
62555,0.0006878904111417703
62557,0.0009297310977000216
62565,0.0005374103797056752
62566,0.0030875964168201545
63515,0.0012574321462608497
63524,0.002493280761273817
64797,0.0012923209991381652
65116,0.0010389745488884694
75249,0.0009246283426995835
75253,0.001296374844913297
75575,0.0011627073029233993
76212,0.0003221226228550199
71422,0.0004738242593109852
72059,0.001022004484822472
72060,0.0010844033160959795
72383,0.0019562028910501605
72386,0.0012561120423662323
72700,0.001363885078345033
72715,0.00020247771068371105
73028,0.000754994928721109
73346,0.0003614603579899194
73658,0.000450542446402886
73662,0.0017986094280892837
73666,0.001215979561908659
73668,0.0010229165945864933
73985,0.00140794508908487
74299,0.0009783628850707487
74310,0.0004558798590203291
74312,0.002948740403103417
74619,0.002164717536717115
74620,0.00032169444131704603
74627,0.0006661727460703225
74938,0.0004994006096509864
74952,0.0005941045454469399
75911,0.0031919375958671878
75913,0.001029657615753984
76221,0.0005758737801603152
76227,0.0010832898281419514
71448,0.0006782826659046113
15887,0.00040285624963853667
15498,0.0009959752235495552
15504,0.001244912984941788
15507,0.00043215376525383714
15521,0.0007092087159386307
24403,0.002487072011737686
24100,0.002410308712756352
24436,0.001809972466952155
24440,0.0006008143354896624
24442,0.0010991030450372414
24148,0.0024165408393700878
24149,0.0008069711151659879
24155,0.000385764120333974
24458,0.0005167457872486944
24169,0.0008764726526351969
24477,0.0022759741223791325
24479,0.0003902876767548562
24486,0.0009310063152850849
24190,0.0016800408562795232
24515,0.0006723262193947349
24214,0.0012732117058534595
25183,0.0010137781978920872
25207,0.00034317406925097726
24889,0.001468376973263483
24890,0.0023978937711781126
25226,0.0010930375520672964
25232,0.0012897838679949588
25244,0.0009297714666230221
25339,0.001964755690162765
25355,0.0015226855522203955
24958,0.00051101155754113
25277,0.0014910842471113452
25286,0.0021837536200952803
24988,0.0010137781978920872
25298,0.000583529962884719
25309,0.000834905057481319
25315,0.000323676166301057
25014,0.0011627073029233993
25322,0.0005178255178802185
25333,0.001760879206803931
25025,0.0011510950897883133
24726,0.001329331464874485
24735,0.0009583130795534704
25055,0.0012770107066858009
25056,0.0010701948991824815
24746,0.0005755657174367275
25061,0.0004806603655273631
25067,0.0006338448902752661
25074,0.0020970078722151223
24773,0.0014284020334830287
25080,0.0009583130795534704
25086,0.0010952647356078176
25088,0.0006339638611076393
24777,0.0005932131448484842
24796,0.0022712091460375403
25104,0.0011354028114581938
24806,0.00046860735021519366
25118,0.0008338834263506961
24822,0.0011627073029233993
82811,0.0017097796147742983
83449,0.001270866653706868
83459,0.0009583130795534704
83770,0.0010137781978920872
84091,0.0004916613517915892
84096,0.0007768716168212149
84737,0.0002725811671502225
85048,0.0009058797779384404
85049,0.0013672851646222798
85051,0.001803319735767058
85369,0.00013755642099813137
85374,0.00047368287567494516
85380,0.0002953911015604399
82190,0.0003859397723524807
82505,0.0014095729108350083
82515,0.0005054159060995237
82517,0.0021701650053581236
82821,0.001095772295791156
83140,0.0011506473618660765
788,0.0003819040730872928
1102,0.0015008651995131633
1109,0.0005237964188158271
821,0.0002746866338962495
829,0.001408137854291019
837,0.0012545768801604986
845,0.0012397657414670782
1163,0.0008369438268629542
861,0.0009583130795534704
899,0.0026750511867993237
1207,0.003046674802337153
906,0.00041145575427343665
1221,0.002630122908549955
1545,0.000649812751477178
1546,0.002359318841599074
1555,0.0023131159499920843
1556,0.0017454656166147097
1879,0.0015272836148936667
1885,0.0008849664550789303
1593,0.0005215205854204355
1902,0.0006210995342276027
1611,0.0006427181922529477
1921,0.00041782879833881424
1927,0.001803238123681334
1651,0.000733698051141714
1978,0.0007690696906588801
1718,0.0006975703182267795
1722,0.00042888261586304665
1734,0.00014693149840822546
41705,0.0018876654332546567
41711,0.0010137781978920872
41712,0.0024006241691737367
42029,0.0012430150084843557
42347,0.0004390361589428636
42352,0.000640708093987493
42353,0.00030256866391095943
42671,0.0003725079593655595
42987,0.0009116901362543861
43310,0.0007164598917148575
43627,0.0023285777168215844
43629,0.0007873975892573349
43945,0.0011659375091464415
43953,0.0006434808789238329
43954,0.0024498649578732113
43961,0.0009164190153921429
44280,0.003488060936231118
44917,0.0008487061351831594
44924,0.001022050953355794
44927,0.0018391497692104946
45244,0.002380514400935052
45570,0.0006715538833630752
45584,0.0006967088357541018
41721,0.0019294042764861996
41739,0.0010137781978920872
42054,0.001515523132864666
42369,0.0008943969129781768
42689,0.0011696629644139523
43019,0.000913229682876782
43331,0.0016245301532346686
51328,0.002285503373234374
51644,0.0011269121960627885
51653,0.0021832632019763874
51969,0.0010211171045671392
52308,0.0033228628125026726
52310,0.001558565071296457
52626,0.0010965866956182695
52638,0.0004239397554394788
52940,0.0007415291884980519
52954,0.003705575257085527
55194,0.0009251673970290721
55196,0.0013096482550992113
55526,0.0010137781978920872
55847,0.0005803053671320839
55848,0.0010991030450372414
51024,0.0010137781978920872
51031,0.0003287401732983751
51342,0.0011067264428344366
51348,0.00025024359673985413
51666,0.0028709147539932203
51674,0.0008166071469327184
51680,0.003129333091811556
52331,0.0013952252349816005
53302,0.0009583130795534704
82163,0.001212039856689383
82481,0.0033974092726067546
82498,0.0008812140927384253
55852,0.0009583130795534704
55858,0.0013069446938877825
55859,0.0012433417642858094
51037,0.0009583130795534704
51039,0.0006197387077878544
51683,0.0006787641869231312
51685,0.0021095031085645254
51695,0.0005794821122140643
51702,0.001281569582783124
52343,0.0013213076184956588
52353,0.0009058797779384404
53314,0.0010137781978920872
53322,0.0011728649766130311
53950,0.001315075920221259
54597,0.0014179710665695854
54925,0.0002957682401746161
55245,0.002119396072745615
55558,0.001215979561908659
55882,0.00042896159572613645
51384,0.0009001907671724202
51703,0.0020743428087532916
51706,0.0023594183891247973
51711,0.0018625789908213643
52041,0.0001636647071383373
52047,0.005565805215986655
52369,0.00045224162167420494
